flow,measure,group,article,year,values,max_value
reexport,quantity,,"Plums, French, and Prunelloes . . . . .",1896,"2,420",2420
reexport,value,,"Plums, French, and Prunelloc - - - - -",1896,"2,420",2420
reexport,value,,"Plums, French, and Prunes . . . . . Cts.",1896,"2,420",2420
reexport,quantity,,Gnawo,1897,"2,403",2403
reexport,quantity,,Cochineal,1899,"2,399",2399
reexport,quantity,,Confectionery (not containing any article liable to duty) Cts.,1895,"2,399",2399
reexport,quantity,Dye-stuffs and Substances for Tanning or Dyeing,Cochineal,1899,"2,399",2399
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1894,"2,390",2390
reexport,value,Hewn,Unenumerated - - - - -,1893,"2,359",2359
reexport,quantity,,Hops,1879,"2,355",2355
reexport,value,,""" Dried or Preserved (including Dried Apricots) """,1899,"2,333",2333
export_uk,quantity,,"Railway Waggons, Trucks, &c.",1881,"2,324",2324
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c.",1881,"2,324",2324
reexport,quantity,,"Plums, French, and Prunelloces",1895,"2,317",2317
reexport,quantity,,"Plums, French, and Prunellocs",1895,"1,568|2,317",2317
reexport,value,,"Plums, French, and Prunelloc - - - - -",1895,"2,317",2317
reexport,value,,"Plums, French, and Prunes . . . . . Cts.",1895,"2,317",2317
reexport,value,,Colchester -,1874,"2,313",2313
reexport,value,,Padstow -,1877,"2,299",2299
reexport,quantity,,"Books, Printed, bound and unbound, including Maps and Charts",1897,"2,288",2288
reexport,quantity,,"Books, bound and unbound, including Maps and Charts Cicts.",1897,"2,288",2288
reexport,quantity,,"Books, bound and unbound, including Maps and Charts Cts.",1897,"2,288",2288
reexport,quantity,Beer and Ale,"Books, bound and unbound, including Maps and Charts",1897,"2,288",2288
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1897,"2,288",2288
reexport,quantity,,Fir . . . . .,1893,"2,284",2284
reexport,quantity,Hewn,Fir,1893,"2,284",2284
reexport,value,Manures,Unenumerated . . . . . „,1900,"2,282",2282
import,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1900,"2,274",2274
reexport,value,Coffee,"Kiln-dried, Roasted, or Ground - - - - -",1893,"2,251",2251
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c.",1872,"2,241|2,211",2241
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c.",1877,"2,233",2233
reexport,quantity,,"Plums, French, and Prunellocs",1894,"323|2,228",2228
reexport,value,,"Plums, French, and Prunes . . . . . Cts.",1894,"2,228",2228
reexport,quantity,,Fir . . . . .,1899,"2,227",2227
export_uk,quantity,Arms,"Asphalt, or Bitumen",1897,"2,197",2197
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1897,"2,197",2197
reexport,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1897,"2,197",2197
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1893,"2,197",2197
reexport,value,,"Coals, Culm, and Cinders . . . . .",1893,"2,197",2197
import,value,White,Other sorts - - - - -,1895,"2,195",2195
export_uk,value,,"Of Mixed Materials, Cotton predominating - - - - -",1900,"2,193",2193
import,value,White,Other sorts - - - - -,1896,"2,187",2187
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Waggons, Trucks, &amp;c.",1868,"2,178",2178
reexport,quantity,Dye Woods,Unenumerated,1897,"2,158",2158
reexport,value,,Dartmouth -,1877,"2,126",2126
reexport,quantity,,"Flax, Dressed or Undressed . . . . .",1900,"2,116",2116
reexport,value,,Sumur - - - - -,1897,"2,116",2116
reexport,value,Sparkling,Sautner - - - - -,1897,"2,116",2116
reexport,quantity,,"Plums, French, and Pruneloes . . . . .",1893,"2,115",2115
reexport,value,,"Plums, French, and Prunes . . . . . Cts.",1893,"2,115",2115
reexport,value,Not Sweetened,"Foreign, of various Sorts, mixed in Bond - - - - -",1894,"2,113",2113
reexport,quantity,Dye Woods,Unenumerated,1900,"2,088",2088
export_uk,value,,"Methylic Alcohol, not purified so as to bepotable - - - - -",1900,"2,076",2076
reexport,quantity,,"Plums, French, and Prunelloces",1899,"2,074",2074
reexport,quantity,,"Plums, French, and Prunelloes . . . . .",1899,"2,074",2074
reexport,value,,"Plums, French, and Prunelles . . . . . """,1899,"2,074",2074
reexport,value,,"Plums, French, and Prunelloc - - - - -",1899,"2,074",2074
reexport,quantity,Zinc,Ore of,1899,"2,063",2063
reexport,value,Sparkling,Sautner - - - - -,1898,"2,063",2063
import,value,,Roasted or Ground - - - - -,1893,"2,053",2053
import,value,,Gunpower - - - - -,1896,"2,040",2040
reexport,value,,Sumur - - - - -,1895,"2,039",2039
reexport,value,Sparkling,Sautner - - - - -,1895,"2,039",2039
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1897,"2,036",2036
import,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1897,"2,036",2036
reexport,value,Sparkling,Sautner - - - - -,1899,"2,018",2018
reexport,quantity,,""" "" "" in the manufacture of which } "" }",1895,"1,977",1977
reexport,value,,""" Other Materials - - - - -",1899,"1,975",1975
reexport,value,,"Foreign, of various Sorts, mixed in Bond . . . . .",1895,"1,974",1974
reexport,value,Not Sweetened,"Foreign, of various Sorts, mixed in Bond - - - - -",1895,"1,974",1974
reexport,quantity,Dye Woods,Unenumerated,1898,"1,972",1972
reexport,quantity,,Gnawo,1895,"1,969",1969
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1897,"1,957",1957
import,value,Wool,Unenumerated - - - - -,1893,"1,957",1957
import,value,,"Coin, Gold and Silver (see Table No. 15).",1898,"1,950",1950
reexport,value,,Limerick - - - - - -,1899,"1,950",1950
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1895,"1,940",1940
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1900,"1,934",1934
reexport,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1900,"1,934",1934
reexport,quantity,Manures,Unenumerated,1896,"1,929",1929
reexport,value,,Boston -,1874,"1,900",1900
export_uk,quantity,,ARTICLES—continued.,1899,"1,899",1899
export_uk,quantity,,ARTICLES—continued.,1898,"1,898",1898
reexport,quantity,,"Prints, Engravings, and Photographs",1895,"1,897",1897
reexport,value,,Prunes . . . . . Cts.,1895,"1,897",1897
import,quantity,,""" Sulphuric",1899,"1,395|1,895",1895
import,quantity,,Gunpowder,1900,"1,895",1895
reexport,value,,"Plate . . . . . """,1900,"1,891",1891
reexport,value,Not Sweetened,"Foreign, of various Sorts, mixed in Bond - - - - -",1893,"1,887",1887
reexport,quantity,,"Plums, French, and Prunelloces",1897,"1,868",1868
reexport,quantity,,"Plums, French, and Prunellocs",1897,"1,868|1,623",1868
reexport,quantity,,"Plums, French, and Prunelloes . . . . .",1897,"1,868",1868
reexport,value,,"Plums, French, and Prunelloc - - - - -",1897,"1,868",1868
reexport,value,,"Plums, French, and Prunes . . . . . Cts.",1897,"1,868",1868
reexport,value,,Cowes -,1875,"1,867",1867
reexport,quantity,,"Books, bound and unbound, including Maps and Charts Cicts.",1894,"1,865",1865
reexport,quantity,Beer and Ale,"Books, bound and unbound, including Maps and Charts",1894,"1,865",1865
reexport,quantity,,Iceglass,1896,"1,850",1850
reexport,value,,Isinglass . . . . . Cuts.,1896,"1,850",1850
reexport,quantity,,Bones for Manure (whether burnt or not),1893,"1,836",1836
import,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1898,"1,834",1834
reexport,quantity,,"Books, bound and unbound, including Maps and Charts Cicts.",1893,"1,834",1834
reexport,quantity,,"Books, bound and unbound, including Maps and Charts Cwts.",1893,"1,834",1834
reexport,quantity,,"Fresh, Herrings . . . . .",1900,"1,820",1820
reexport,value,,"Fresh, Herrings . . . . . Cuts.",1900,"1,820",1820
reexport,quantity,,Whalebone (including Finners),1896,"1,817",1817
reexport,value,,Gre of - - - - -,1897,"1,805",1805
reexport,value,Zinc,Cre of - - - - -,1897,"1,805",1805
reexport,quantity,,"Ore, unenumerated . . . . .",1893,"1,804",1804
reexport,quantity,,"Knobs or Husks of Silk, and Waste",1875,"1,779",1779
reexport,value,Silk,Other kinds . . . . .,1900,"1,771",1771
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1899,"1,768",1768
export_uk,quantity,,"Wood and Timber, viz. :Rough, Hewn, Sawn, or Split - Loads",1899,"1,768",1768
import,quantity,,"Coals, Culm, and Cinders",1899,"1,749",1749
reexport,quantity,,"Zinc, Crude, in Cake",1870,"1,746",1746
reexport,quantity,Dyes obtained from Coal Tar,Valonia,1900,"1,740",1740
reexport,quantity,Manufactures of Iron or Steel,"Girers, Beams, and Pillars",1895,"1,727",1727
reexport,quantity,,"Plums, French, and Prunelloces",1898,"1,720",1720
reexport,quantity,,"Plums, French, and Prunelloes . . . . .",1898,"1,720",1720
reexport,value,,"Plums, French, and Prunelloc - - - - -",1898,"1,720",1720
reexport,quantity,,"Plums, French, and Prunelloes . . . . .",1900,"1,718",1718
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1900,"1,717",1717
reexport,value,,"Plums, French, and Prunelles . . . . . """,1900,"1,713",1713
reexport,quantity,,Gnawo,1896,"1,709",1709
reexport,quantity,Ether,Sulphuric,1899,"1,688|1,683",1688
reexport,value,,""" Sperma - - - - -",1895,"1,681",1681
reexport,quantity,,Isinglass,1899,"1,662",1662
import,quantity,,"Old, fit only to be re-manu-    factured.",1893,"1,659",1659
reexport,value,,Linseed Cake - - - - -,1900,"1,649|525",1649
reexport,quantity,Manures,Unenumerated,1897,"1,647",1647
reexport,value,,Sumur - - - - -,1894,"1,645",1645
reexport,quantity,,"Soap, Transparent, in the manufacture of which Spirithas been used",1899,"1,644",1644
reexport,quantity,,Seed Cake of other Sorts . . . . .,1897,"1,641",1641
reexport,value,,"Seed Cake of other Sorts . . . . . """,1897,"1,641",1641
reexport,value,,"Sworns, Cutlasses, Matchets, Bayonets - - - - -",1893,"1,636",1636
reexport,value,Arms,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1893,"1,636",1636
reexport,quantity,,",, Dried or Preserved (including Dried Apricots) . . . . .",1897,"1,628",1628
reexport,value,,""" Dried or Preserved (including Dried Apricots) """,1897,"1,623",1623
export_uk,value,,"Methylic Alcohol, not purified so as to be potable - - - - -",1893,"1,615",1615
export_uk,value,,"Methylic Alcohol, not purified so as to bepotable - - - - -",1893,"1,615",1615
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1900,"1,603",1603
reexport,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1900,"1,603",1603
import,value,,Gunpower - - - - -,1898,"1,597",1597
import,value,White,Burgundy - - - - -,1896,"1,595",1595
reexport,quantity,,Confectionery (not containing any article liable to duty) Cts.,1894,"1,579",1579
reexport,quantity,,Confectionery (not containing any article liable to duty),1900,"1,577",1577
reexport,quantity,,Confectionery (not containing any article liable to duty) Cuts.,1900,"1,577",1577
import,value,,"Coin, Gold and Silver (see Table No. 15).",1897,"1,575",1575
import,quantity,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer, }and other similar pre- }parations",1896,"1,568",1568
import,quantity,,"Beer and Ale: Mum, Spruce or Black Beer, Berlin White Beer, and other similar preparations",1896,"1,568",1568
import,quantity,,"Beer and Ale: Mum, Spruce or Black }    Beer, Berlin White Beer, and other similar preparations",1893,"1,563",1563
import,quantity,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer, }and other similar pre- }parations",1895,"1,559",1559
reexport,quantity,,Confectionery (not containing any article liable to duty) Cuts.,1899,"1,552",1552
import,value,Tobacco,Snuff - - - - -,1893,"1,551",1551
import,value,,Gunpower - - - - -,1899,"1,550",1550
reexport,quantity,,Plumbago . . . . .,1893,"1,538",1538
reexport,quantity,Dye Woods,Logwood,1900,"1,532",1532
import,quantity,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer, }and other similar pre- }parations",1894,"1,531",1531
reexport,quantity,,Gnawo,1894,"1,525",1525
import,quantity,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer, }and other similar pre- }parations",1893,"1,522",1522
reexport,value,,Cloths and Stuff,1877,"1,520",1520
import,value,,Burgundy - - - - -,1897,"1,519",1519
import,value,White,Burgundy - - - - -,1897,"1,519",1519
import,quantity,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer, }and other similar pre- }parations",1897,"1,518",1518
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c.",1878,"1,515",1515
import,value,,Burgundy - - - - -,1896,"1,505",1505
reexport,value,,Douglas . . . . .,1897,"1,505",1505
reexport,value,,TOTAL from ISLE OF MAN . . . . .,1897,"1,505",1505
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1894,"1,499",1499
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c.",1879,"1,494",1494
import,quantity,,"Beer and Ale : Mum, Spruce or Black } Barrels of 36 Gallons",1899,"1,492",1492
reexport,quantity,Manures,Unenumerated,1895,"1,491",1491
reexport,quantity,Manufactures of Iron or Steel,"Girers, Beams, and Pillars",1897,"1,488",1488
reexport,value,,Chester - - - - - -,1893,"1,481",1481
reexport,quantity,Dye Woods,Unenumerated,1899,"1,478",1478
reexport,quantity,,"Girders, Beams, and Pillars . . . . .",1893,"1,476",1476
reexport,quantity,Manufactures of Iron or Steel,"Girers, Beams, and Pillars",1893,"1,476",1476
reexport,quantity,,",, Dried or Preserved (including Dried Apricots) . . . . .",1900,"1,470",1470
reexport,value,,""" Dried or Preserved (including Dried Apricots) """,1900,"1,470",1470
import,value,,"Tobacco : Unmanufactured . . . . . Manufactured, Cigars and Snuff . . . . .",1888,"1,465",1465
reexport,value,,Lowestoft -,1877,"1,465",1465
reexport,quantity,,"Old broken, old cast, and old broken Steel",1900,"1,462",1462
reexport,quantity,,Guano - - - - - - - -,1893,"1,459",1459
import,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1899,"1,450",1450
import,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1899,"1,450",1450
reexport,quantity,,Gnawo,1893,"1,450",1450
reexport,value,,"Knobs or Husks of Silk, and Waste",1878,"1,450",1450
reexport,quantity,,} Tons,1896,"1,439",1439
reexport,value,Wool,"Woollen Rags, applicable to other uses than Manure, torn up or not - - - - - - - - - -",1896,"1,439",1439
import,quantity,,"Metal not otherwise Enumerated, Wrought . . . . .",1884,"1,437",1437
reexport,value,,Gre of - - - - -,1896,"1,436",1436
reexport,value,Zinc,Cre of - - - - -,1896,"1,436",1436
export_uk,value,,"Leather, Tanned, Tawed, or Dressed, viz. : Unwrought . . . . . Wrought, viz. : Boots and Shoes . . . . . Other Articles, unenumerated . . . . .",1898,"1,422",1422
export_uk,quantity,Arms,"Asphalt, or Bitumen",1895,"1,417",1417
reexport,quantity,Ether,Acetic,1900,"1,415",1415
reexport,value,,Padstow -,1878,"1,406",1406
reexport,value,Not Sweetened,"Foreign, of various Sorts, mixed in Bond - - - - -",1896,"1,406",1406
export_uk,quantity,,Mica and Talc,1900,"1,394",1394
export_uk,value,,Mica and Talc . . . . Cwts.,1900,"1,394",1394
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1898,"1,389",1389
reexport,quantity,,"Pictures and Drawings, by hand",1899,"1,384",1384
reexport,quantity,,Iceglass,1897,"1,383",1383
reexport,value,,Isinglass . . . . . Cuts.,1897,"1,383",1383
export_uk,quantity,,Beans,1893,"1,352",1352
reexport,value,,Isinglass . . . . . Cuts.,1900,"1,352",1352
reexport,value,,"Sworns, Cutlasses, Matchets, Bayonets - - - - -",1896,"1,346",1346
reexport,value,Arms,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1896,"1,346",1346
reexport,quantity,,Confectionery (not containing any article liable to duty) Cts.,1897,"1,336",1336
reexport,quantity,,"Old broken, old cast, and old broken Steel",1897,"1,323",1323
import,value,,"Coin, Gold and Silver (see Table No. 15).",1896,"1,319",1319
reexport,value,,Exeter - - - - - -,1893,"1,315",1315
reexport,quantity,,Malz,1897,"1,309",1309
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1897,"1,299",1299
export_uk,quantity,,"Wood and Timber, viz. :Rough, Hewn, Sawn, or Split - Loads",1897,"1,299",1299
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1896,"1,296",1296
import,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1896,"1,296",1296
import,value,,Collodion - - - - -,1893,"1,295",1295
reexport,quantity,,Seed Cake of other Sorts . . . . .,1894,"1,290",1290
export_uk,quantity,,"Wood and Timber, viz. :Rough, Hewn, Sawn, or Split - Loads",1900,"1,276",1276
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Loads",1900,"1,275",1275
import,quantity,,Collodion,1894,"1,270",1270
import,value,,"Coin, Gold and Silver (see Table No. 15).",1894,"1,270",1270
reexport,quantity,,"Soap, Transparent, in the manufacture of which Spirit has been used",1900,"1,265",1265
reexport,quantity,,"Soap, Transparent, in the manufacture of which Spirithas been used",1900,"1,265",1265
reexport,value,,Exeter -,1874,"1,258",1258
reexport,value,,Harwich -,1878,"1,252",1252
reexport,value,,""" Regulus and Precipitate . . . . . """,1899,"1,247",1247
reexport,quantity,Manures,Unenumerated,1899,"1,239",1239
import,value,,Burgundy - - - - -,1893,"1,237",1237
import,value,White,Burgundy - - - - -,1893,"1,237",1237
reexport,value,,Carlisle -,1878,"1,234",1234
reexport,value,,Isinglass . . . . . Cuts.,1898,"1,227",1227
reexport,quantity,,"Zinc, Crude, in Cake",1872,"1,226",1226
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1897,"1,223",1223
reexport,value,Seeds,Tares and Lentils - - - - -,1893,"1,223",1223
export_uk,quantity,"Arms, viz.","Torpedoes, and parts thereof - """,1899,"1,218",1218
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1899,"1,218",1218
reexport,value,,"Knobs or Husks of Silk, and Waste",1877,"1,210",1210
import,value,,Colloion - - - - -,1893,"1,205",1205
export_uk,quantity,Arms,"Asphalt, or Bitumen",1896,"1,200",1200
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1896,"1,200",1200
reexport,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1896,"1,200",1200
reexport,value,,"Seed Cake of other Sorts . . . . . """,1894,"1,200",1200
reexport,value,,Dartmouth - - - - - -,1893,"1,197",1197
import,value,Dyeing or Tanning Stuffs,Sallower - - - - -,1890,"1,182",1182
reexport,value,Not Sweetened,"Foreign, of various Sorts, mixed in Bond - - - - -",1897,"1,180",1180
import,value,,Calves - - - - -,1900,"1,179",1179
reexport,quantity,,Whalebone (including Finners),1900,"1,168",1168
reexport,value,,Cowes -,1874,"1,144",1144
reexport,quantity,,Malz,1895,"1,139",1139
reexport,quantity,,"Fish, Train or Blubber . . . . .",1893,"1,122",1122
reexport,quantity,Manufactures of Iron or Steel,"Girers, Beams, and Pillars",1896,"1,119",1119
reexport,value,,""" Leaves of - - - - -",1898,"1,109",1109
import,quantity,,"Plums, commonly called French Plums, and Prunelloes",1899,"1,098",1098
import,quantity,"Fruit, Dried or Preserved, liable to Duty","Plums, commonly called French Plums, and Pruneloes „",1899,"1,098",1098
import,value,,Sulphuric - - - - -,1893,"1,098",1098
reexport,quantity,,Whalebone (including Finners),1899,"1,092",1092
reexport,quantity,""" Unenumerated",""" Sweetened or",1900,"1,082",1082
export_uk,quantity,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c.",1870,"1,067",1067
reexport,value,Paper,Wool Pulp Boards - - - - -,1898,"1,066",1066
reexport,quantity,,"Prints, Engravings, and Photographs",1896,"1,065",1065
reexport,value,,Prunes . . . . . Cts.,1896,"1,065",1065
reexport,value,,Isinglass . . . . . Cuts.,1899,"1,062",1062
reexport,value,,"Plate . . . . . """,1899,"1,060",1060
import,quantity,Metals and Ores,"Gold, Ore of (including the Value of the Gold contained in Auriferous Ores and Metals",1897,"1,057",1057
reexport,quantity,,",, Dried or Preserved (including Dried Apricots) . . . . .",1896,"1,054",1054
reexport,value,,""" Dried or Preserved (including Dried Apricots) """,1896,"1,054",1054
reexport,quantity,Zinc,Ore of,1898,"1,051",1051
reexport,quantity,Manures,Unenumerated,1898,"1,044",1044
reexport,value,,Colchester - - - - - - -,1899,"1,035",1035
reexport,value,,"Methylc Alcohol, not purified so as to be potable - - - - -",1896,"1,027",1027
reexport,value,,Fleetwood -,1876,"1,020",1020
reexport,quantity,,"Prints, Engravings, and Photographs",1898,"1,006",1006
import,quantity,Metals and Ores,"Gold, Ore of (including the Value of the Gold contained in Auriferous Ores and Metals",1898,"1,003",1003
reexport,quantity,Hewn,Fir,1900,"1,003",1003
import,quantity,"Fruit, Dried or Preserved, liable to Duty",„ Dried or Preserved (including Dried Apricots) „,1899,"1,000",1000
reexport,quantity,,"Fish, Train or Blubber . . . . .",1899,"1,000",1000
reexport,value,,Cloths and Stuff,1879,"1,000",1000
reexport,value,Woollen Yarn,Unenumerated - - - - -,1893,997,997
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1897,991,991
reexport,quantity,,} Tons,1897,990,990
reexport,value,Wool,"Woollen Rags, applicable to other uses than Manure, torn up or not - - - - - - - - - -",1897,990,990
export_uk,value,,Beans - - - - -,1900,977,977
import,value,,„ Of Gold - - - - -,1900,975,975
reexport,quantity,,"Old broken, old cast, and old broken Steel",1898,969,969
export_uk,quantity,Arms,"Swords, Cutlasses, Matchets, Bayonets",1896,962,962
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1896,962,962
reexport,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1896,962,962
reexport,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1896,962,962
export_uk,quantity,Arms,"Asphalt, or Bitumen",1898,958,958
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1898,958,958
import,quantity,,Collodion,1895,953|958,958
import,value,,"Coin, Gold and Silver (see Table No. 15).",1895,958,958
reexport,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1898,958,958
reexport,quantity,,Seed Cake of other Sorts . . . . .,1895,954,954
reexport,value,,"Seed Cake of other Sorts . . . . . """,1895,954,954
reexport,value,,"Sworns, Cutlasses, Matchets, Bayonets - - - - -",1897,946,946
reexport,value,Arms,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1897,946,946
reexport,value,,Cowes -,1876,942,942
reexport,quantity,,Iceglass,1895,941,941
reexport,value,,Lancaster - - - - - - -,1899,939,939
export_uk,quantity,"Horses (including Ponies), viz.",Swine,1899,938,938
import,value,Tobacco,"Vegetables, Raw, Unenumerated",1891,933,933
reexport,value,,Fleetwood -,1877,933,933
reexport,quantity,,",, Other Sorts of Fresh Fish . . . . .",1900,924,924
reexport,value,,""" Other Sorts of Fresh Fish . . . . . """,1900,924,924
reexport,value,Cocoa,""" Cocoa or Chocolate, ground, prepared, or in any way } - - - - -",1898,923,923
import,value,White,Burgundy - - - - -,1894,922,922
reexport,quantity,Fish,""" "" Other Sorts of Shell Fish",1895,922,922
reexport,quantity,,} Tons,1898,921,921
reexport,value,Wool,"Woollen Rags, applicable to other uses than Manure, torn up or not - - - - - - - - - -",1898,921,921
import,quantity,,Collodion,1899,307|907,907
reexport,value,,Dartmouth -,1876,901,901
import,quantity,,"Horses (including Ponies), viz., Stallions",1900,900,900
reexport,quantity,,"Prints, Engravings, and Photographs",1897,898,898
reexport,value,,Prunes . . . . . Cts.,1897,898,898
import,value,Tobacco,Toys,1893,884,884
reexport,quantity,,Sunnach,1894,878,878
reexport,quantity,,Prunes . . . . .,1900,877,877
reexport,value,,"Prunes . . . . . """,1900,877,877
reexport,value,,Barnstaple - - - - - -,1897,859,859
reexport,quantity,,Iceglass,1893,843,843
reexport,quantity,,Isinglass . . . . .,1893,843,843
reexport,value,,Wexford . . . . .,1893,835,835
import,value,Dyeing or Tanning Stuffs,Sallow - - - - -,1889,830,830
import,value,Dyeing or Tanning Stuffs,Sallower - - - - -,1889,830,830
import,value,,Burgundy - - - - -,1895,827,827
import,value,White,Burgundy - - - - -,1895,827,827
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1895,826,826
reexport,quantity,Not Sweetened,""" Imitation Rum",1893,825,825
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1898,824,824
reexport,value,Lead,"Manufactures of, unenumerated - - - - -",1895,823,823
export_uk,quantity,Arms,"Swords, Cutlasses, Matchets, Bayonets",1899,820,820
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1899,820,820
reexport,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1899,820,820
reexport,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1899,820,820
reexport,quantity,Sawn,Unenumerated,1893,806,806
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1896,797,797
reexport,quantity,Sparkling,Moselle,1900,791,791
export_uk,quantity,Arms,"Swords, Cutlasses, Matchets, Bayonets",1898,783,783
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1898,783,783
reexport,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1898,783,783
reexport,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1898,783,783
reexport,value,,Aberystwith -,1874,775,775
reexport,value,,Carlisle -,1874,772,772
reexport,value,,"Methylc Alcohol, not purified so as to be potable - - - - -",1895,767,767
reexport,quantity,Manufactures of Iron or Steel,"Girers, Beams, and Pillars",1894,764,764
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1896,763,763
export_uk,quantity,,"Wood and Timber, viz. :Rough, Hewn, Sawn, or Split - Loads",1896,763,763
reexport,quantity,,",, Shell Fish: Oysters for Food . . . . .",1896,763,763
reexport,value,,""" Shell Fish: Oysters for Food . . . . . """,1896,763,763
reexport,quantity,Spices,""" Imitation Rum",1900,759,759
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1896,753,753
reexport,quantity,,"Prints, Engravings, and Photographs",1894,746,746
reexport,value,,Prunes . . . . . Cts.,1894,746,746
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1898,745,745
export_uk,quantity,,"Wood and Timber, viz. :Rough, Hewn, Sawn, or Split - Loads",1898,745,745
reexport,value,,Padstow -,1876,734,734
export_uk,value,"Wool, viz.","Combed or Carded, and Tops - - - - -",1893,731,731
import,value,,"Chicory and Coffee, Roasted or Ground, Africa - - - - -",1893,724,724
reexport,quantity,,""" "" "" in the manufacture of which } "" }",1897,712,712
reexport,value,,Fleetwood -,1874,703,703
reexport,quantity,,Pyrites of Iron or Copper,1899,696,696
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1896,695,695
reexport,value,,Carlisle -,1877,692,692
reexport,quantity,,Pyrites of Iron and Copper,1899,690,690
reexport,quantity,Sparkling,Burgundy,1900,686,686
export_uk,quantity,Ammunition,"Shot, large and small",1895,684,684
reexport,quantity,,"Shot, large and small",1895,684,684
import,value,,""" Sulphuric - - - - -",1900,663,663
reexport,quantity,"Wine, Imported in Casks",""" "" "" Hock",1897,663,663
reexport,value,,Cowes - - - - - -,1893,663,663
export_uk,quantity,"Horses (including Ponies), viz.",Stallions,1899,654,654
